代码,名称,市场,最新价,估算半年涨幅潜力%,技术面评分,综合评分,潜力逻辑,技术面逻辑,MA5,MA10,MA20,MA60,MACD_DIF,MACD_DEA,KDJ_K,KDJ_D,RSI,量比,20日涨幅%,布林上轨,布林中轨,布林下轨,支撑位,压力位,建议买入价,目标价(半年),止损价,优先等级
603538,美诺华,沪市主板,28.82,88,45,70.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调33%，超跌反弹；量能放大；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买；量比1.8,26.97,26.5,26.78,28.56,-0.321,-0.58,61.87,43.25,62.48,1.81,10.17,28.84,26.78,24.71,24.71,28.84,26.24,54.18,23.97,1
000066,中国长城,深市主板,15.87,80,55,70.0,靠近60日线，突破后空间大；布林上轨附近；MACD底部金叉，反弹动能强；较60日高点回调22%，回调充分；放量启动；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买；量比4.8；突破20日新高,14.57,14.32,14.38,15.18,-0.017,-0.181,57.95,41.6,66.15,4.84,12.63,15.3,14.38,13.45,13.45,15.3,14.09,28.57,13.05,1
600707,彩虹股份,沪市主板,9.55,85,43,68.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调48%，超跌反弹；量能放大；KDJ超买,短期多头；MACD金叉；量比1.9,9.4,9.03,9.0,9.83,-0.014,-0.154,70.47,63.8,64.68,1.89,4.26,9.78,9.0,8.22,8.22,9.78,8.82,17.67,7.97,1
603986,兆易创新,沪市主板,402.1,88,35,66.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调52%，超跌反弹；量能放大；KDJ中位偏多,MACD金叉；KDJ金叉未超买；量比1.7,385.0,377.88,384.68,444.99,-8.949,-13.926,63.68,48.28,55.92,1.66,2.45,412.89,384.68,356.48,356.48,412.89,376.99,755.95,345.79,1
300476,胜宏科技,创业板,242.1,88,35,66.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调32%，超跌反弹；量能放大；KDJ中位偏多,MACD金叉；KDJ金叉未超买；量比1.6,234.08,231.39,233.69,248.58,-3.908,-6.213,60.25,48.49,60.45,1.57,-2.94,255.7,233.69,211.68,211.68,255.7,229.02,455.15,205.33,1
605376,博迁新材,沪市主板,141.33,88,35,66.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调51%，超跌反弹；量能放大；KDJ中位偏多,MACD金叉；KDJ金叉未超买；量比1.9,138.3,136.6,139.65,159.84,-4.755,-6.082,63.05,56.18,53.11,1.92,-3.57,151.97,139.65,127.33,127.33,151.97,136.86,265.7,123.51,1
603256,宏和科技,沪市主板,159.22,75,53,66.2,靠近60日线，突破后空间大；布林上轨附近；MACD零上金叉，趋势延续；较60日高点回调41%，超跌反弹；放量启动；KDJ超买,短期多头；MACD金叉；量比2.2；突破20日新高,149.08,140.14,137.16,156.27,0.446,-3.574,82.62,72.86,71.17,2.17,18.89,156.67,137.16,117.64,117.64,156.67,134.41,278.64,114.11,1
300058,蓝色光标,创业板,14.05,80,45,66.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调17%；量能放大；KDJ中低位,站上60日线；MACD金叉；KDJ金叉未超买；量比1.9,13.23,13.21,13.46,13.54,-0.179,-0.209,48.33,30.96,55.92,1.86,6.93,14.39,13.46,12.53,12.53,14.39,13.19,25.29,12.15,1
301308,江波龙,创业板,348.27,92,25,65.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调54%，超跌反弹；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,343.41,341.12,353.77,410.95,-13.819,-16.257,47.73,32.95,41.75,1.45,-4.37,386.33,353.77,321.21,321.21,386.33,346.7,668.68,311.57,1
300433,蓝思科技,创业板,34.44,92,25,65.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调38%，超跌反弹；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,33.9,33.78,35.43,37.55,-0.899,-0.905,43.19,30.65,35.85,1.44,-11.74,39.67,35.43,31.2,31.2,39.67,34.72,66.12,30.26,1
301377,鼎泰高科,创业板,398.0,80,43,65.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调30%，回调充分；量能温和；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,402.96,397.58,397.58,420.97,-4.052,-6.072,59.97,59.48,54.73,1.32,0.86,419.24,397.58,375.93,375.93,419.24,389.63,716.4,364.65,1
600418,江淮汽车,沪市主板,21.32,85,35,65.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调22%，回调充分；放量启动；KDJ中位偏多,MACD金叉；KDJ金叉未超买；量比2.2,19.68,19.52,20.14,22.05,-0.702,-0.905,51.99,32.02,57.68,2.25,1.14,21.81,20.14,18.46,18.46,21.81,19.73,39.44,17.91,1
300458,全志科技,创业板,33.63,85,35,65.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调22%，回调充分；放量启动；KDJ中位偏多,MACD金叉；KDJ金叉未超买；量比2.1,31.34,30.55,31.34,34.57,-0.586,-0.969,67.87,47.65,51.28,2.08,9.83,34.37,31.34,28.31,28.31,34.37,30.71,62.22,27.46,1
600301,华锡有色,沪市主板,48.87,78,45,64.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调27%，回调充分；放量启动；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买；量比3.3,47.77,46.49,46.92,48.3,0.039,-0.271,58.74,51.29,56.18,3.27,3.76,49.75,46.92,44.09,44.09,49.75,45.98,86.99,42.77,1
300308,中际旭创,创业板,927.72,78,43,64.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调29%，回调充分；缩量；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,919.79,906.1,879.89,967.1,-1.908,-13.947,68.46,67.57,65.68,0.92,9.03,957.04,879.89,802.74,802.74,957.04,862.29,1651.34,778.66,1
300274,阳光电源,创业板,88.2,90,25,64.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调41%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,86.51,85.62,88.9,104.92,-5.484,-6.545,61.42,44.47,58.77,1.0,-21.12,102.18,88.9,75.62,75.62,102.18,87.12,167.58,73.35,1
000657,中钨高新,深市主板,60.26,90,25,64.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调40%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,61.09,60.53,61.4,64.86,-1.083,-1.254,60.12,58.0,51.62,1.2,-4.36,66.71,61.4,56.09,56.09,66.71,60.17,114.49,54.41,1
301217,铜冠铜箔,创业板,114.54,78,43,64.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调34%，超跌反弹；量能温和；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,113.15,111.1,110.65,114.07,0.071,-0.647,67.99,63.18,57.85,1.05,6.23,120.7,110.65,100.6,100.6,120.7,108.44,203.88,97.58,1
600549,厦门钨业,沪市主板,49.34,90,25,64.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调45%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,50.07,50.02,50.87,54.86,-1.218,-1.357,52.44,51.85,47.46,1.03,-6.23,54.45,50.87,47.28,47.28,54.45,49.85,93.75,45.86,1
301666,大普微,创业板,401.0,90,25,64.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调41%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,394.53,386.74,409.86,456.88,-14.893,-17.966,55.55,40.72,42.65,1.21,2.56,475.71,409.86,344.01,344.01,475.71,401.66,761.9,333.69,1
605589,圣泉集团,沪市主板,40.58,78,43,64.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调37%，超跌反弹；量能温和；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,40.91,39.83,39.31,42.05,0.035,-0.407,68.13,66.79,58.27,1.2,7.67,41.89,39.31,36.72,36.72,41.89,38.52,72.23,35.62,1
301396,宏景科技,创业板,194.99,82,35,63.2,靠近60日线，突破后空间大；布林上轨附近；MACD底部金叉，反弹动能强；较60日高点回调43%，超跌反弹；放量启动；KDJ超买,MACD金叉；量比2.2；突破20日新高,179.94,174.25,175.33,198.71,-2.501,-5.449,71.89,56.53,66.13,2.22,13.14,189.02,175.33,161.63,161.63,189.02,171.82,354.88,156.78,1
301526,国际复材,创业板,31.0,83,33,63.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调39%，超跌反弹；缩量；KDJ中位偏多,短期多头；MACD金叉,31.54,30.8,29.71,33.09,-0.228,-0.67,56.97,59.54,66.84,0.85,4.66,33.49,29.71,25.94,25.94,33.49,29.12,56.73,25.16,1
300285,国瓷材料,创业板,66.2,76,43,62.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调39%，超跌反弹；缩量；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,67.02,65.1,64.87,67.64,0.001,-0.577,69.75,66.72,58.53,0.96,3.24,71.34,64.87,58.39,58.39,71.34,63.57,116.51,56.64,1
300475,香农芯创,创业板,181.2,76,43,62.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调44%，超跌反弹；缩量；KDJ中位偏多,短期多头；MACD金叉；KDJ金叉未超买,173.76,170.72,170.48,180.06,1.665,-0.004,56.79,44.38,58.42,0.92,18.84,186.01,170.48,154.95,154.95,186.01,167.07,318.91,150.3,1
600378,昊华科技,沪市主板,47.07,88,25,62.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调47%，超跌反弹；缩量；KDJ中位偏多,MACD金叉；KDJ金叉未超买,47.69,47.18,47.92,49.95,-0.192,-0.251,65.1,57.51,40.74,0.68,6.86,52.51,47.92,43.34,43.34,52.51,46.96,88.49,42.04,1
600703,三安光电,沪市主板,12.87,88,25,62.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调40%，超跌反弹；缩量；KDJ中位偏多,MACD金叉；KDJ金叉未超买,12.89,12.74,12.93,13.75,-0.197,-0.248,65.49,52.81,53.26,0.95,-1.23,13.59,12.93,12.27,12.27,13.59,12.67,24.2,11.9,1
000988,华工科技,深市主板,107.09,82,33,62.4,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调43%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,107.23,105.48,103.45,114.37,-0.48,-1.785,70.74,64.7,59.55,1.07,3.17,110.78,103.45,96.13,96.13,110.78,101.38,194.9,93.25,1
300223,君正股份,创业板,146.1,82,33,62.4,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调48%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,140.86,135.14,134.68,154.69,-0.544,-3.122,74.53,62.1,67.14,1.45,10.62,146.26,134.68,123.09,123.09,146.26,131.98,265.9,119.4,1
300346,南大光电,创业板,55.21,82,33,62.4,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调44%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,55.32,53.6,53.53,58.76,-0.443,-1.063,77.68,69.14,60.92,1.16,1.51,57.38,53.53,49.68,49.68,57.38,52.46,100.48,48.19,1
000063,中兴通讯,深市主板,32.91,87,25,62.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调23%，回调充分；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,32.55,32.44,33.02,34.65,-0.497,-0.579,45.12,30.95,43.41,1.11,-1.88,34.48,33.02,31.55,31.55,34.48,32.36,61.54,30.6,1
603799,华友钴业,沪市主板,36.66,87,25,62.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调25%，回调充分；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,35.81,36.16,37.55,40.21,-1.356,-1.379,38.98,25.78,39.68,1.25,-8.28,40.96,37.55,34.14,34.14,40.96,36.8,68.55,33.12,1
600111,北方稀土,沪市主板,37.9,87,25,62.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调23%，回调充分；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,37.37,37.59,38.64,40.6,-0.963,-0.975,41.36,27.67,38.12,1.15,-5.42,41.27,38.64,36.02,36.02,41.27,37.87,70.87,34.94,1
603629,利通电子,沪市主板,115.96,80,35,62.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调22%，回调充分；量能温和；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买,112.9,110.04,112.71,114.96,-1.717,-2.294,67.09,53.85,51.5,1.37,-1.37,123.48,112.71,101.94,101.94,123.48,110.46,208.73,98.88,1
600246,万通发展,沪市主板,14.64,68,53,62.0,略高于60日线；布林上轨附近；MACD零上金叉，趋势延续；较60日高点回调31%，超跌反弹；量能放大；KDJ超买,短期多头；MACD金叉；量比1.9；突破20日新高,13.77,13.03,12.77,13.91,0.244,-0.05,78.72,69.66,66.9,1.86,24.6,14.26,12.77,11.28,11.28,14.26,12.51,24.6,10.94,1
600584,长电科技,沪市主板,72.24,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调37%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,70.95,69.24,70.71,78.87,-1.568,-2.277,66.61,52.12,52.4,1.35,-1.87,76.95,70.71,64.46,64.46,76.95,69.29,133.64,62.53,1
300604,长川科技,创业板,272.85,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调31%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,274.35,268.19,270.89,284.72,-1.276,-3.04,64.29,59.45,50.12,1.18,-1.21,289.16,270.89,252.61,252.61,289.16,265.47,504.77,245.03,1
001309,德明利,深市主板,411.57,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调58%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,407.52,404.21,408.81,487.37,-8.957,-13.446,56.67,44.94,49.5,1.02,5.34,437.11,408.81,380.51,380.51,437.11,400.63,761.4,369.09,1
603773,沃格光电,沪市主板,93.18,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调42%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,94.17,90.74,90.81,95.39,-0.362,-1.336,64.61,61.76,57.88,1.3,-0.15,99.13,90.81,82.48,82.48,99.13,88.99,172.38,80.01,1
000811,冰轮环境,深市主板,39.95,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调32%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,39.55,38.33,38.74,42.19,-0.367,-0.788,66.46,57.15,56.84,1.29,-0.75,42.6,38.74,34.87,34.87,42.6,37.96,73.91,33.82,1
300136,信维通信,创业板,59.18,85,25,61.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调52%，超跌反弹；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,58.89,57.86,58.38,68.18,-1.752,-2.559,66.57,61.98,55.43,1.07,-0.74,61.67,58.38,55.08,55.08,61.67,57.21,109.48,53.43,1
300014,亿纬锂能,创业板,50.55,85,25,61.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调21%，回调充分；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,49.75,49.39,50.87,53.69,-1.268,-1.456,58.18,43.59,48.74,1.26,-9.15,55.22,50.87,46.51,46.51,55.22,49.85,93.52,45.11,1
300442,润泽科技,创业板,66.73,77,35,60.2,靠近60日线，突破后空间大；布林上轨附近；MACD底部金叉，反弹动能强；较60日高点回调28%，回调充分；放量启动；KDJ超买,MACD金叉；量比2.6；突破20日新高,63.48,62.26,62.86,67.42,-0.723,-1.303,73.34,56.47,59.58,2.56,7.82,66.08,62.86,59.64,59.64,66.08,61.61,118.11,57.85,1
600176,中国巨石,沪市主板,45.47,78,33,60.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调39%，超跌反弹；缩量；KDJ中低位,短期多头；MACD金叉,46.18,45.41,43.82,45.37,0.858,0.52,49.24,57.72,54.35,0.97,15.11,48.26,43.82,39.38,39.38,48.26,42.94,80.94,38.2,1
301165,锐捷网络,创业板,113.53,83,25,59.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调24%，回调充分；缩量；KDJ中位偏多,MACD金叉；KDJ金叉未超买,115.27,111.4,114.27,114.31,-1.085,-1.355,65.44,53.59,39.48,0.95,-1.33,125.64,114.27,102.89,102.89,125.64,111.98,207.76,99.8,1
601208,东材科技,沪市主板,52.19,66,50,59.6,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调26%，回调充分；缩量；KDJ中位偏多,完美多头；MACD金叉；KDJ金叉未超买,52.57,50.4,49.32,47.81,1.441,0.994,69.37,66.65,60.82,0.99,16.91,54.48,49.32,44.15,44.15,54.48,48.33,86.64,42.83,1
300059,东方财富,创业板,18.77,82,25,59.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD底部金叉，反弹动能强；较60日高点回调15%；量能温和；KDJ中低位,MACD金叉；KDJ金叉未超买,18.46,18.49,18.85,19.56,-0.267,-0.285,46.6,29.77,47.39,1.01,-3.05,19.78,18.85,17.92,17.92,19.78,18.47,34.16,17.38,1
301511,德福科技,创业板,111.1,71,40,58.6,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调32%，超跌反弹；缩量；KDJ中位偏多,完美多头；MACD金叉,110.17,109.28,100.4,96.86,5.484,4.407,62.41,69.06,71.96,0.73,38.41,121.2,100.4,79.61,79.61,121.2,98.39,189.98,77.22,1
300319,麦捷科技,创业板,21.27,71,40,58.6,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调33%，超跌反弹；缩量；KDJ中位偏多,完美多头；MACD金叉,21.52,21.25,20.36,19.02,0.848,0.772,62.88,68.32,61.67,0.8,20.72,22.93,20.36,17.79,17.79,22.93,19.95,36.37,17.26,1
600522,中天科技,沪市主板,36.88,75,33,58.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调38%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,36.28,35.17,34.45,35.73,0.493,0.006,81.15,78.32,64.31,1.34,10.39,37.45,34.45,31.45,31.45,37.45,33.76,64.54,30.51,1
605358,立昂微,沪市主板,46.9,75,33,58.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调44%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,45.97,43.52,42.97,46.53,0.241,-0.574,80.57,70.67,68.73,1.49,10.51,47.2,42.97,38.73,38.73,47.2,42.11,82.08,37.57,1
603650,彤程新材,沪市主板,69.01,75,33,58.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调33%，超跌反弹；量能温和；KDJ超买,短期多头；MACD金叉,71.22,68.46,64.55,67.61,1.913,0.815,72.04,77.39,66.59,1.38,11.32,74.36,64.55,54.74,54.74,74.36,63.26,120.77,53.1,1
600276,恒瑞医药,沪市主板,45.72,80,25,58.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调21%，回调充分；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,44.48,43.9,45.12,50.79,-1.511,-1.904,67.13,46.49,50.87,1.14,-2.18,48.26,45.12,41.99,41.99,48.26,44.22,82.3,40.73,1
603019,中科曙光,沪市主板,84.67,80,25,58.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调25%，回调充分；量能温和；KDJ中位偏多,MACD金叉；KDJ金叉未超买,83.78,83.0,83.99,89.26,-0.989,-1.39,64.58,54.87,46.69,1.44,0.5,87.54,83.99,80.43,80.43,87.54,82.31,152.41,78.02,1
300179,四方达,创业板,42.16,70,40,58.0,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调31%，超跌反弹；量能温和；KDJ超买,完美多头；MACD金叉,44.12,42.85,39.88,39.51,1.881,1.39,70.62,78.34,64.74,1.03,21.6,46.79,39.88,32.96,32.96,46.79,39.08,71.67,31.97,1
603501,豪威集团,沪市主板,82.88,80,25,58.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD底部金叉，反弹动能强；较60日高点回调27%，回调充分；量能放大；KDJ超买,MACD金叉；量比1.6,80.39,79.32,80.58,90.33,-2.015,-2.778,70.15,52.97,57.54,1.6,-1.33,84.97,80.58,76.19,76.19,84.97,78.97,149.18,73.9,1
600206,有研新材,沪市主板,49.95,73,35,57.8,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调28%，回调充分；量能温和；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买,51.01,48.8,48.92,48.62,0.356,0.076,66.47,62.11,54.92,1.05,-0.76,53.92,48.92,43.92,43.92,53.92,47.94,86.41,42.6,1
000620,盈新发展,深市主板,3.37,66,45,57.6,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调15%；量能放大；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买；量比1.5,3.23,3.19,3.2,3.1,0.039,0.031,56.13,48.08,63.0,1.53,0.3,3.46,3.2,2.94,2.94,3.46,3.14,5.59,2.85,1
301176,逸豪新材,创业板,63.11,56,60,57.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；放量启动；KDJ中位偏多,完美多头；MACD金叉；KDJ金叉未超买；量比2.2,58.43,57.56,51.59,48.75,3.514,2.438,69.06,67.72,79.91,2.23,41.31,65.02,51.59,38.17,38.17,65.02,50.56,98.45,37.02,1
600667,太极实业,沪市主板,19.87,73,33,57.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调38%，超跌反弹；缩量；KDJ超买,短期多头；MACD金叉,20.29,19.67,19.19,20.41,0.058,-0.136,70.05,70.61,59.74,0.97,1.22,21.15,19.19,17.24,17.24,21.15,18.81,34.38,16.72,1
600498,烽火通信,沪市主板,43.51,73,33,57.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调41%，超跌反弹；缩量；KDJ超买,短期多头；MACD金叉,43.47,42.02,41.17,42.52,0.632,0.078,77.79,73.47,64.02,0.86,9.96,44.69,41.17,37.64,37.64,44.69,40.34,75.27,36.51,1
300666,江丰电子,创业板,249.61,73,33,57.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调40%，超跌反弹；缩量；KDJ超买,短期多头；MACD金叉,253.87,244.63,239.51,255.06,2.034,-0.921,79.79,77.72,63.38,0.97,5.83,261.54,239.51,217.47,217.47,261.54,234.72,431.83,210.95,1
