代码,名称,市场,最新价,估算半年涨幅潜力%,技术面评分,综合评分,潜力逻辑,技术面逻辑,MA5,MA10,MA20,MA60,MACD_DIF,MACD_DEA,KDJ_K,KDJ_D,RSI,量比,20日涨幅%,布林上轨,布林中轨,布林下轨,支撑位,压力位,建议买入价,目标价(半年),止损价,优先等级
300418,昆仑万维,创业板,44.73,62,20,45.2,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调16%；量能温和；KDJ中低位,站上60日线；KDJ金叉未超买,43.73,43.82,43.79,43.38,0.221,0.284,43.31,34.36,52.08,1.2,12.67,47.49,43.79,40.1,40.1,47.49,42.92,72.46,38.9,1
600869,远东股份,沪市主板,22.03,68,10,44.8,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调38%，超跌反弹；缩量；KDJ超卖，反弹在即,站上60日线,21.91,23.02,21.31,19.17,1.153,1.253,28.22,39.62,58.58,0.84,27.19,26.08,21.31,16.55,16.55,26.08,20.88,37.01,16.05,1
300570,太辰光,创业板,227.46,48,40,44.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,220.58,210.12,203.54,181.67,11.075,9.047,70.11,69.1,70.29,1.19,15.27,229.14,203.54,177.94,177.94,229.14,199.47,336.64,172.6,1
601872,招商轮船,沪市主板,21.48,48,40,44.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,21.69,21.05,19.89,17.71,1.062,0.865,75.06,73.99,66.67,1.35,16.87,22.76,19.89,17.01,17.01,22.76,19.49,31.79,16.5,1
600641,先导基电,沪市主板,43.74,46,43,44.8,已远离60日线；布林上轨附近；MACD零上金叉，趋势延续；较60日高点回调14%；缩量；KDJ超买,短期多头；MACD金叉；突破20日新高,38.21,34.41,33.32,33.96,1.714,0.442,91.27,78.0,77.21,0.98,41.51,40.74,33.32,25.89,25.89,40.74,32.65,63.86,25.11,1
600026,中远海能,沪市主板,21.91,48,40,44.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,21.94,21.52,20.44,17.85,1.079,0.973,74.04,74.29,69.49,1.24,17.99,23.07,20.44,17.82,17.82,23.07,20.03,32.43,17.29,1
603920,世运电路,沪市主板,46.15,48,40,44.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,44.49,43.03,40.47,38.44,1.893,1.183,86.21,82.84,79.13,1.16,23.99,46.63,40.47,34.3,34.3,46.63,39.66,68.3,33.27,1
301520,万邦医药,创业板,82.38,48,40,44.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,76.02,68.5,67.26,60.47,3.273,1.432,78.37,68.81,68.54,1.41,4.09,86.67,67.26,47.85,47.85,86.67,65.91,121.92,46.41,1
603118,共进股份,沪市主板,18.2,58,25,44.8,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调12%；缩量；KDJ超买,站上60日线；MACD金叉,17.83,17.24,17.49,15.88,0.384,0.334,73.6,60.64,53.15,0.85,1.79,19.17,17.49,15.8,15.8,19.17,17.14,28.76,15.33,1
600396,华电辽能,沪市主板,13.86,68,10,44.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调27%，回调充分；缩量；KDJ超卖，反弹在即,KDJ金叉未超买,13.59,14.06,14.03,14.49,-0.36,-0.358,27.18,26.99,53.86,0.7,-7.41,15.26,14.03,12.8,12.8,15.26,13.75,23.28,12.42,1
600397,江钨装备,沪市主板,17.49,68,10,44.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调45%，超跌反弹；缩量；KDJ中位偏多,KDJ金叉未超买,17.15,16.99,17.55,17.55,-0.097,-0.071,66.01,52.66,44.26,0.97,1.1,19.35,17.55,15.74,15.74,19.35,17.2,29.38,15.27,1
300124,汇川技术,创业板,54.05,67,10,44.2,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调28%，回调充分；量能温和；KDJ中低位,KDJ金叉未超买,52.47,53.15,56.79,60.66,-2.448,-2.249,40.85,24.65,24.68,1.25,-12.68,64.87,56.79,48.72,48.72,64.87,55.66,90.26,47.26,1
601318,中国平安,沪市主板,54.46,60,20,44.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,站上60日线；KDJ金叉未超买,53.73,54.29,54.95,52.57,0.187,0.452,32.17,23.28,42.77,0.86,-1.25,57.08,54.95,52.81,52.57,57.08,53.85,87.14,50.99,1
000737,北方铜业,深市主板,15.11,60,20,44.0,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调12%；量能温和；KDJ超卖，反弹在即,站上60日线；KDJ金叉未超买,14.48,14.82,14.95,13.93,0.057,0.154,28.09,25.11,51.24,1.13,-2.14,16.39,14.95,13.52,13.52,16.39,14.65,24.18,13.11,1
300017,网宿科技,创业板,15.92,53,30,43.8,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；量能放大；KDJ中位偏多,站上60日线；KDJ金叉未超买；量比1.5,15.15,15.03,15.38,14.69,0.018,0.033,54.95,42.33,46.5,1.5,6.99,16.49,15.38,14.28,14.28,16.49,15.07,24.36,13.85,1
600601,方正科技,沪市主板,15.36,46,40,43.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,完美多头；MACD金叉,14.98,14.85,13.81,12.55,0.786,0.701,70.82,73.11,81.49,0.92,32.41,16.3,13.81,11.31,11.31,16.3,13.53,22.43,10.97,1
300903,科翔股份,创业板,109.32,46,40,43.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,完美多头；MACD金叉,110.97,103.76,96.27,80.69,8.715,7.373,83.21,81.1,74.27,0.82,37.39,118.27,96.27,74.27,74.27,118.27,94.35,159.61,72.04,1
000592,平潭发展,深市主板,8.6,46,40,43.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,完美多头；MACD金叉,8.56,8.29,7.68,6.67,0.533,0.462,79.67,78.41,69.81,0.81,38.93,9.2,7.68,6.15,6.15,9.2,7.53,12.56,5.97,1
301183,东田微,创业板,306.23,46,40,43.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,完美多头；MACD金叉,302.48,275.08,251.38,213.63,24.597,18.327,91.13,87.36,82.59,1.0,35.67,316.7,251.38,186.06,186.06,316.7,246.35,447.1,180.48,1
301486,致尚科技,创业板,218.87,46,40,43.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,完美多头；MACD金叉,216.55,201.29,189.61,172.88,11.95,8.451,84.94,77.65,69.43,0.84,31.06,225.46,189.61,153.76,153.76,225.46,185.81,319.55,149.15,1
600664,哈药股份,沪市主板,9.08,49,35,43.4,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ中位偏多,站上60日线；MACD金叉；KDJ金叉未超买,7.92,7.58,8.08,6.69,0.115,0.111,69.99,45.92,48.44,0.83,11.0,9.69,8.08,6.47,6.47,9.69,7.92,13.53,6.28,1
600183,生益科技,沪市主板,143.45,65,10,43.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD零上死叉，回调中；较60日高点回调18%；缩量；KDJ中低位,站上60日线,146.83,147.4,145.43,137.83,2.729,3.346,40.42,50.64,48.5,0.81,10.34,155.99,145.43,134.86,134.86,155.99,142.52,236.69,130.81,1
301536,星宸科技,创业板,133.08,55,25,43.0,略高于60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,站上60日线；MACD金叉,122.4,117.38,120.32,118.67,1.002,-0.25,71.27,50.93,52.9,1.45,18.23,136.08,120.32,104.55,104.55,136.08,117.91,206.27,101.41,1
300033,同花顺,创业板,210.37,65,10,43.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调22%，回调充分；缩量；KDJ中低位,KDJ金叉未超买,207.38,208.57,215.97,224.89,-5.213,-4.979,40.03,26.38,42.62,0.76,-5.7,234.72,215.97,197.21,197.21,234.72,211.65,347.11,191.29,1
601601,中国太保,沪市主板,32.15,65,10,43.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD零上死叉，回调中；接近60日高点；量能温和；KDJ超卖，反弹在即,站上60日线,32.03,32.58,32.72,31.28,0.171,0.37,24.25,24.7,43.49,1.04,0.53,34.27,32.72,31.17,31.17,34.27,32.07,53.05,30.23,1
600613,神奇制药,沪市主板,9.43,58,20,42.8,已远离60日线；布林中轨下方，回归空间大；MACD零上死叉，回调中；较60日高点回调26%，回调充分；量能温和；KDJ中位偏多,站上60日线；KDJ金叉未超买,8.77,8.62,9.53,6.91,0.279,0.446,52.25,32.58,44.89,1.49,-10.62,12.04,9.53,7.02,6.91,12.04,9.34,14.9,6.7,1
300613,富瀚微,创业板,83.74,48,35,42.8,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,站上60日线；MACD金叉；突破20日新高,78.9,73.47,73.62,69.22,2.274,1.09,79.73,64.73,61.94,1.23,26.96,84.3,73.62,62.93,62.93,84.3,72.15,123.94,61.04,1
601988,中国银行,沪市主板,6.65,48,35,42.8,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中位偏多,完美多头；KDJ金叉未超买,6.59,6.57,6.5,6.09,0.135,0.142,67.52,65.43,48.24,0.85,7.26,6.82,6.5,6.18,6.09,6.82,6.37,9.84,5.91,1
603083,剑桥科技,沪市主板,219.0,54,25,42.4,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；较60日高点回调15%；缩量；KDJ中位偏多,站上60日线；MACD金叉,222.59,222.61,208.15,185.94,11.902,11.617,53.4,61.82,67.94,0.83,14.8,243.32,208.15,172.99,172.99,243.32,203.99,337.26,167.8,1
603259,药明康德,沪市主板,167.85,43,40,41.8,已远离60日线；布林上轨附近；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,162.8,159.02,157.42,144.1,3.769,3.234,81.44,73.47,68.24,1.08,5.75,166.09,157.42,148.75,144.1,166.09,154.27,240.03,139.78,1
000977,浪潮信息,深市主板,72.15,63,10,41.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调25%，回调充分；缩量；KDJ中位偏多,KDJ金叉未超买,71.37,70.68,75.19,77.06,-1.802,-1.513,57.81,39.29,22.48,0.72,-2.22,87.26,75.19,63.13,63.13,87.26,73.69,117.6,61.24,1
000938,紫光股份,深市主板,33.77,63,10,41.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调26%，回调充分；缩量；KDJ中位偏多,KDJ金叉未超买,33.67,33.35,34.93,36.18,-0.847,-0.781,56.64,40.25,27.79,0.82,-3.24,39.02,34.93,30.84,30.84,39.02,34.23,55.05,29.91,1
000333,美的集团,深市主板,82.54,63,10,41.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；接近60日高点；量能放大；KDJ超卖，反弹在即,量比1.6,83.58,85.04,85.88,84.21,-0.422,0.201,22.64,28.74,33.11,1.62,-4.46,89.31,85.88,82.46,82.46,89.31,84.16,134.54,79.99,1
600172,黄河旋风,沪市主板,16.06,53,25,41.8,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调19%；缩量；KDJ中位偏多,完美多头,16.24,16.14,15.61,14.07,0.725,0.777,65.83,66.53,58.47,0.77,15.54,17.4,15.61,13.83,13.83,17.4,15.3,24.57,13.42,1
600362,江西铜业,沪市主板,45.1,63,10,41.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调11%；缩量；KDJ超卖，反弹在即,站上60日线,44.15,45.31,46.51,44.45,-0.434,-0.045,21.91,22.22,45.36,0.85,-7.14,50.98,46.51,42.04,42.04,50.98,45.58,73.51,40.78,1
603268,松发股份,沪市主板,219.0,43,40,41.8,已远离60日线；布林上轨附近；MACD零上金叉，趋势延续；接近60日高点；量能温和；KDJ超买,完美多头；MACD金叉,205.57,201.38,195.31,174.16,8.99,7.239,75.79,68.52,75.0,1.34,16.92,216.08,195.31,174.55,174.16,216.08,191.41,313.17,168.94,1
601168,西部矿业,沪市主板,36.77,63,10,41.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调15%；缩量；KDJ超卖，反弹在即,站上60日线,36.13,37.23,38.32,36.26,-0.411,0.006,22.75,23.63,38.4,0.86,-6.34,41.97,38.32,34.68,34.68,41.97,37.55,59.94,33.64,1
600988,赤峰黄金,沪市主板,42.4,63,10,41.8,略高于60日线；布林中轨下方，回归空间大；MACD零上死叉，回调中；较60日高点回调18%；缩量；KDJ超卖，反弹在即,站上60日线,43.7,43.91,45.14,40.1,0.21,0.793,27.31,33.99,35.56,0.62,-9.5,48.62,45.14,41.66,40.1,48.62,44.24,69.11,38.9,1
601138,工业富联,沪市主板,63.3,55,20,41.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD空头；较60日高点回调13%；缩量；KDJ中低位,站上60日线；KDJ金叉未超买,62.64,62.88,63.25,62.85,-0.201,-0.161,46.09,37.64,54.4,0.8,4.51,66.35,63.25,60.16,60.16,66.35,61.99,98.12,58.36,1
300364,中文在线,创业板,25.79,55,20,41.0,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调14%；量能温和；KDJ中位偏多,站上60日线；KDJ金叉未超买,24.68,24.56,24.91,23.8,0.171,0.198,53.4,36.51,46.82,1.09,16.91,28.04,24.91,21.78,21.78,28.04,24.41,39.97,21.13,1
300456,赛微电子,创业板,38.42,55,20,41.0,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调17%；量能温和；KDJ中位偏多,站上60日线；KDJ金叉未超买,36.74,35.98,37.05,34.32,0.699,0.71,61.98,46.06,45.23,1.31,24.42,41.9,37.05,32.2,32.2,41.9,36.31,59.55,31.23,1
300803,指南针,创业板,57.86,55,20,41.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD空头；较60日高点回调16%；量能温和；KDJ中位偏多,站上60日线；KDJ金叉未超买,56.29,55.99,57.52,56.94,-0.375,-0.355,51.7,36.83,49.5,1.27,0.85,61.79,57.52,53.25,53.25,61.79,56.37,89.68,51.65,1
600030,中信证券,沪市主板,26.89,60,10,40.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调10%；缩量；KDJ中低位,KDJ金叉未超买,26.56,26.76,27.27,27.81,-0.307,-0.258,33.46,24.81,42.41,0.77,-3.17,28.52,27.27,26.02,26.02,28.52,26.72,43.02,25.24,1
601600,中国铝业,沪市主板,9.27,60,10,40.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；接近60日高点；量能温和；KDJ超卖，反弹在即,站上60日线,9.25,9.42,9.56,9.21,-0.062,-0.002,26.5,29.2,43.43,1.22,-3.34,10.09,9.56,9.02,9.02,10.09,9.37,14.83,8.75,1
601288,农业银行,沪市主板,6.88,60,10,40.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,站上60日线,6.87,6.9,6.89,6.63,0.047,0.064,43.91,47.28,41.18,0.85,0.29,7.06,6.89,6.72,6.63,7.06,6.76,11.01,6.43,1
600722,金牛化工,沪市主板,18.08,53,20,39.8,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调15%；量能温和；KDJ超卖，反弹在即,站上60日线；KDJ金叉未超买,16.54,17.09,17.03,12.61,0.92,1.22,27.99,25.51,45.03,1.08,27.86,20.35,17.03,13.71,12.61,20.35,16.69,27.66,12.23,1
300189,神农种业,创业板,6.7,53,20,39.8,已远离60日线；布林中轨下方，回归空间大；MACD零上死叉，回调中；较60日高点回调20%；缩量；KDJ中低位,站上60日线；KDJ金叉未超买,6.57,6.75,6.84,5.41,0.244,0.37,35.04,32.71,50.12,0.68,10.2,7.91,6.84,5.77,5.41,7.91,6.71,10.25,5.25,1
301171,易点天下,创业板,36.68,52,20,39.2,略高于60日线；布林中上部，仍有空间；MACD空头；较60日高点回调11%；量能温和；KDJ中低位,站上60日线；KDJ金叉未超买,34.77,34.92,35.79,33.4,-0.065,0.119,46.09,33.29,53.52,1.35,7.09,39.58,35.79,32.01,32.01,39.58,35.08,55.75,31.05,1
601899,紫金矿业,沪市主板,31.41,63,0,37.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调11%；缩量；KDJ超卖，反弹在即,,31.44,32.19,32.97,31.6,-0.378,-0.058,22.54,26.2,39.9,0.65,-8.88,35.41,32.97,30.52,30.52,35.41,32.31,51.2,29.6,1
603993,洛阳钼业,沪市主板,17.81,63,0,37.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；较60日高点回调15%；缩量；KDJ超卖，反弹在即,,17.62,17.99,18.43,18.56,-0.332,-0.241,20.77,21.62,42.63,0.82,-8.62,19.81,18.43,17.05,17.05,19.81,18.06,29.03,16.54,1
301205,联特科技,创业板,327.5,46,25,37.6,已远离60日线；布林中上部，仍有空间；MACD零上金叉，趋势延续；接近60日高点；缩量；KDJ超买,站上60日线；MACD金叉,313.35,300.41,302.77,277.33,7.129,4.909,74.85,57.89,63.99,0.91,5.24,337.61,302.77,267.94,267.94,337.61,296.72,478.15,259.9,1
601398,工商银行,沪市主板,8.12,55,10,37.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；量能温和；KDJ中位偏多,站上60日线,8.11,8.11,8.06,7.75,0.091,0.103,55.16,59.73,44.32,1.05,2.53,8.29,8.06,7.84,7.75,8.29,7.9,12.59,7.52,1
600036,招商银行,沪市主板,40.82,55,10,37.0,靠近60日线，突破后空间大；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,站上60日线,40.79,41.08,40.81,39.15,0.429,0.547,35.01,43.07,49.49,0.66,2.56,42.12,40.81,39.49,39.15,42.12,39.99,63.27,37.98,1
600519,贵州茅台,沪市主板,1253.8,60,0,36.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；接近60日高点；量能温和；KDJ超卖，反弹在即,,1257.69,1269.03,1286.68,1284.79,-12.216,-7.31,9.9,13.19,33.78,1.03,-3.76,1330.22,1286.68,1243.14,1243.14,1330.22,1260.95,2006.08,1205.85,1
600900,长江电力,沪市主板,28.02,60,0,36.0,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,,28.26,28.3,28.26,28.08,0.026,0.057,38.5,51.51,34.51,0.85,-0.78,28.76,28.26,27.76,27.76,28.76,27.7,44.83,26.93,1
603618,杭电股份,沪市主板,38.79,53,10,35.8,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调25%，回调充分；缩量；KDJ中低位,站上60日线,39.66,40.24,38.21,32.88,2.296,2.469,46.94,54.99,53.71,0.77,21.52,43.74,38.21,32.68,32.68,43.74,37.44,59.35,31.7,1
300413,芒果超媒,创业板,19.32,46,20,35.6,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；较60日高点回调18%；缩量；KDJ中位偏多,站上60日线；KDJ金叉未超买,18.32,17.97,18.21,16.28,0.581,0.636,55.67,38.84,44.25,0.72,36.92,22.84,18.21,13.57,13.57,22.84,17.84,28.21,13.16,1
600893,航发动力,沪市主板,39.65,52,10,35.2,略高于60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；量能温和；KDJ中低位,站上60日线,39.69,40.29,39.53,36.94,0.754,0.906,30.26,37.91,54.11,1.03,8.04,42.22,39.53,36.83,36.83,42.22,38.74,60.27,35.73,1
600309,万华化学,沪市主板,70.66,58,0,34.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；接近60日高点；缩量；KDJ超卖，反弹在即,,70.69,72.88,74.38,72.72,-0.828,-0.135,19.0,24.35,37.39,0.67,-4.14,79.49,74.38,69.27,69.27,79.49,72.89,111.64,67.19,1
000651,格力电器,深市主板,38.18,58,0,34.8,靠近60日线，突破后空间大；布林中轨下方，回归空间大；MACD空头；接近60日高点；缩量；KDJ超卖，反弹在即,,38.16,38.44,38.66,38.35,-0.126,-0.031,24.69,26.36,46.38,0.93,-3.54,39.51,38.66,37.8,37.8,39.51,37.88,60.32,36.67,1
600186,莲花控股,沪市主板,12.93,40,25,34.0,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；量能温和；KDJ超买,完美多头,12.71,12.52,12.22,10.95,0.434,0.437,75.18,72.67,59.93,1.17,13.92,13.25,12.22,11.19,10.95,13.25,11.98,18.1,10.62,1
603228,景旺电子,沪市主板,106.12,43,10,29.8,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,站上60日线,106.28,107.55,101.43,86.59,4.916,5.211,45.19,55.09,69.31,1.0,17.71,117.5,101.43,85.37,85.37,117.5,99.4,151.75,82.81,1
300757,罗博特科,创业板,605.88,43,10,29.8,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；缩量；KDJ中低位,站上60日线,613.64,619.28,598.02,514.9,26.275,29.919,33.08,44.93,56.79,0.85,14.55,667.91,598.02,528.13,514.9,667.91,586.06,866.41,499.45,1
300862,蓝盾光电,创业板,57.91,35,35,35.0,已远离60日线；布林上轨附近；MACD零上死叉，回调中；接近60日高点；量能温和；KDJ超买,完美多头；突破20日新高,53.97,51.58,50.91,33.37,4.754,4.957,83.29,75.82,63.06,1.49,11.8,56.95,50.91,44.87,33.37,56.95,49.89,78.18,32.37,2
600330,天通股份,沪市主板,29.71,38,25,32.8,已远离60日线；布林中上部，仍有空间；MACD零上死叉，回调中；接近60日高点；缩量；KDJ超买,完美多头,29.8,29.34,28.63,24.7,1.166,1.246,70.45,69.0,60.05,0.97,12.11,31.33,28.63,25.93,24.7,31.33,28.06,41.0,23.96,2
